Ano,Código do Município,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2018,4314001,Paraí," 290,638 "," 38,317.41 "
2014,3203502,Montanha," 290,600 "," 15,184.44 "
2017,1703842,Campos Lindos," 290,585 "," 29,666.67 "
2013,3555356,Ubarana," 290,566 "," 50,691.89 "
2016,4102901,Bituruna," 290,547 "," 17,597.19 "
2017,3130903,Inhapim," 290,539 "," 11,719.07 "
2018,2110708,São Domingos do Maranhão," 290,536 "," 8,453.67 "
2011,4317905,Santo Cristo," 290,517 "," 20,260.62 "
2018,3104106,Arceburgo," 290,494 "," 27,258.53 "
2020,1400456,Pacaraima," 290,483 "," 15,358.91 "
2014,3166808,Serra do Salitre," 290,456 "," 25,850.51 "
2019,2613503,São José do Belmonte," 290,444 "," 8,552.79 "
2019,2900801,Alcobaça," 290,438 "," 12,925.59 "
2017,2705507,Murici," 290,405 "," 10,161.46 "
2014,1600154,Pedra Branca do Amapari," 290,399 "," 21,653.78 "
2011,1505809,Portel," 290,364 "," 5,452.12 "
2011,3144706,Nova Era," 290,360 "," 16,581.58 "
2014,3521309,Ipuã," 290,356 "," 18,881.26 "
2020,3138609,Lima Duarte," 290,326 "," 17,359.82 "
2015,3137809,Lambari," 290,274 "," 14,042.57 "
2012,4308102,Feliz," 290,258 "," 23,189.13 "
2020,2922508,Nazaré," 290,251 "," 10,150.77 "
2012,3508801,Cafelândia," 290,216 "," 17,347.05 "
2016,3510302,Capela do Alto," 290,173 "," 14,694.52 "
2019,1600402,Mazagão," 290,148 "," 13,412.92 "
2014,2917300,Ituberá," 290,142 "," 10,027.70 "
2015,3550803,São Sebastião da Grama," 290,139 "," 23,483.52 "
2016,3155801,Rio Pomba," 290,137 "," 16,117.80 "
2011,3151404,Pitangui," 290,120 "," 11,357.21 "
2016,3130903,Inhapim," 290,109 "," 11,691.83 "
2017,5107180,Ribeirão Cascalheira," 290,093 "," 29,613.38 "
2011,4214003,Presidente Getúlio," 290,084 "," 19,231.27 "
2011,3139508,Manhumirim," 290,046 "," 13,498.67 "
2017,4316501,Salvador do Sul," 289,990 "," 39,008.64 "
2016,4208708,Jacinto Machado," 289,946 "," 27,423.24 "
2019,4209508,Laurentino," 289,932 "," 41,597.17 "
2016,4311627,Lindolfo Collor," 289,932 "," 50,696.24 "
2014,4321402,Tenente Portela," 289,900 "," 20,624.64 "
2020,2907301,Castro Alves," 289,851 "," 11,013.42 "
2011,5212204,Jussara," 289,840 "," 15,186.02 "
2017,2901106,Amélia Rodrigues," 289,840 "," 10,975.06 "
2013,4111209,Itapejara d'Oeste," 289,824 "," 25,851.76 "
2018,1722107,Xambioá," 289,815 "," 25,068.35 "
2016,1300300,Autazes," 289,804 "," 7,676.52 "
2016,2917706,Jaguarari," 289,797 "," 8,447.90 "
2011,3528007,Macatuba," 289,791 "," 17,780.79 "
2019,1502905,Curuçá," 289,789 "," 7,232.78 "
2015,3119104,Corinto," 289,743 "," 11,859.18 "
2018,5201504,Aporé," 289,737 "," 69,598.16 "
2018,2102036,Bom Jesus das Selvas," 289,674 "," 8,652.41 "
2020,5106182,Nova Lacerda," 289,660 "," 42,906.29 "
2017,2207900,Pedro II," 289,648 "," 7,596.93 "
2015,2203701,Esperantina," 289,597 "," 7,449.63 "
2013,4201257,Apiúna," 289,588 "," 28,674.96 "
2020,1100346,Alvorada D'Oeste," 289,533 "," 20,525.54 "
2010,3147402,Paraopeba," 289,500 "," 12,826.21 "
2017,2908101,Cocos," 289,495 "," 14,847.44 "
2020,5204904,Campos Belos," 289,493 "," 14,469.61 "
2012,3519105,Iacanga," 289,450 "," 28,170.30 "
2019,2916302,Itapebi," 289,435 "," 28,212.82 "
2011,2108207,Pedreiras," 289,416 "," 7,342.04 "
2012,5217708,Pontalina," 289,416 "," 16,819.65 "
2019,2602001,Bodocó," 289,303 "," 7,584.09 "
2020,4206207,Gravatal," 289,249 "," 24,984.77 "
2014,3538105,Pindorama," 289,245 "," 17,876.68 "
2016,3532603,Nhandeara," 289,240 "," 25,481.43 "
2017,5106281,Novo São Joaquim," 289,227 "," 57,091.85 "
2013,3532405,Nazaré Paulista," 289,208 "," 16,572.57 "
2017,2604205,Catende," 289,144 "," 6,828.63 "
2014,4109302,Guaraniaçu," 289,089 "," 20,385.68 "
2013,3304409,Rio Claro," 289,025 "," 16,320.79 "
2019,4309506,Guarani das Missões," 289,015 "," 38,346.22 "
2016,2608503,Lagoa de Itaenga," 289,014 "," 13,563.62 "
2015,5200100,Abadiânia," 289,003 "," 15,994.41 "
2019,2605301,Exu," 288,999 "," 9,080.89 "
2018,1502764,Cumaru do Norte," 288,969 "," 21,926.44 "
2016,2702900,Girau do Ponciano," 288,959 "," 7,062.94 "
2012,4314423,Picada Café," 288,863 "," 54,927.44 "
2019,2601607,Belém do São Francisco," 288,826 "," 13,933.42 "
2018,2903409,Belmonte," 288,763 "," 12,439.18 "
2018,2614857,Tamandaré," 288,748 "," 12,473.44 "
2019,1100379,Alto Alegre dos Parecis," 288,721 "," 21,805.10 "
2011,1301704,Humaitá," 288,715 "," 6,400.95 "
2019,5005152,Juti," 288,712 "," 43,014.28 "
2018,4122156,Rio Bonito do Iguaçu," 288,712 "," 21,735.42 "
2016,3202603,Iconha," 288,700 "," 20,763.79 "
2015,4100509,Altônia," 288,689 "," 13,276.71 "
2013,2616308,Vicência," 288,686 "," 9,059.37 "
2011,2109106,Presidente Dutra," 288,677 "," 6,393.01 "
2012,2300754,Amontada," 288,676 "," 7,167.81 "
2011,3204609,Santa Teresa," 288,667 "," 13,171.51 "
2012,4216701,São José do Cedro," 288,646 "," 21,092.17 "
2014,3101904,Alpinópolis," 288,613 "," 14,790.79 "
2018,1506005,Prainha," 288,610 "," 9,657.02 "
2014,4121505,Rebouças," 288,595 "," 19,483.87 "
2013,3521705,Itaberá," 288,576 "," 15,892.49 "
2015,1600154,Pedra Branca do Amapari," 288,571 "," 20,629.89 "
2015,4127957,Tupãssi," 288,514 "," 34,924.81 "
2011,3555356,Ubarana," 288,490 "," 53,702.60 "
2017,5105580,Marcelândia," 288,470 "," 27,678.99 "
2019,2912806,Ibirapuã," 288,458 "," 33,397.99 "
2012,3517505,Guapiaçu," 288,442 "," 15,641.35 "
2015,3115102,Cássia," 288,369 "," 16,008.05 "
2019,3102308,Alvinópolis," 288,330 "," 18,965.35 "
2018,5102603,Campinápolis," 288,267 "," 18,210.16 "
2020,3123205,Dores do Indaiá," 288,248 "," 21,467.82 "
2019,2908606,Conde," 288,240 "," 11,156.10 "
2018,1702307,Arapoema," 288,208 "," 43,209.63 "
2013,1600501,Oiapoque," 288,112 "," 12,534.26 "
2016,5200100,Abadiânia," 288,088 "," 15,634.01 "
2015,3133303,Itaobim," 288,071 "," 13,358.89 "
2015,1100940,Cujubim," 288,031 "," 13,732.76 "
2011,2605707,Floresta," 288,008 "," 9,718.51 "
2017,2804607,Nossa Senhora das Dores," 287,979 "," 10,816.51 "
2013,2300309,Acopiara," 287,937 "," 5,467.74 "
2014,2305803,Ipu," 287,923 "," 6,972.85 "
2013,5000708,Anastácio," 287,909 "," 11,735.10 "
2014,2103505,Colinas," 287,907 "," 7,180.27 "
2015,4112959,Juranda," 287,903 "," 37,404.63 "
2016,2804003,Maruim," 287,884 "," 16,713.16 "
2014,3110905,Campanha," 287,810 "," 17,630.02 "
2020,2512903,Rio Tinto," 287,787 "," 11,883.20 "
2015,4105607,Cidade Gaúcha," 287,770 "," 23,843.70 "
2014,3128600,Guarda-Mor," 287,753 "," 42,699.66 "
2015,1502954,Eldorado do Carajás," 287,743 "," 8,809.17 "
2016,2608750,Lagoa Grande," 287,730 "," 11,495.42 "
2018,2500403,Alagoa Nova," 287,713 "," 13,974.12 "
2015,5003751,Eldorado," 287,677 "," 23,720.05 "
2011,4122008,Rio Azul," 287,668 "," 20,292.64 "
2019,2303956,Chorozinho," 287,660 "," 14,195.62 "
2012,1501907,Bujaru," 287,636 "," 10,895.30 "
2019,3202504,Ibiraçu," 287,623 "," 23,048.56 "
2017,2100501,Alto Parnaíba," 287,616 "," 26,144.55 "
2015,1506195,Rurópolis," 287,612 "," 6,145.03 "
2018,4314506,Pinheiro Machado," 287,576 "," 23,283.58 "
2018,2705101,Matriz de Camaragibe," 287,551 "," 11,665.82 "
2013,1500347,Água Azul do Norte," 287,540 "," 11,102.34 "
2018,4219200,Vidal Ramos," 287,523 "," 45,300.63 "
2020,3131208,Ipanema," 287,488 "," 14,374.42 "
2017,3204054,Pedro Canário," 287,403 "," 10,830.29 "
2020,5204102,Cachoeira Alta," 287,386 "," 22,689.57 "
2015,5001508,Bandeirantes," 287,363 "," 42,440.31 "
2017,4206405,Guaraciaba," 287,359 "," 28,010.38 "
2018,1502905,Curuçá," 287,319 "," 7,266.55 "
2016,3146503,Pains," 287,264 "," 34,316.58 "
2018,4108502,General Carneiro," 287,250 "," 20,913.75 "
2013,3301157,Cardoso Moreira," 287,249 "," 22,799.35 "
2019,2606606,Ibimirim," 287,224 "," 9,824.66 "
2015,1500909,Augusto Corrêa," 287,174 "," 6,571.49 "
2017,4309506,Guarani das Missões," 287,151 "," 35,538.46 "
2016,2414209,Tibau do Sul," 287,147 "," 21,099.82 "
2016,1100403,Alto Paraíso," 287,145 "," 13,960.07 "
2018,2506905,Itabaiana," 287,143 "," 11,702.44 "
2012,2929305,São Gonçalo dos Campos," 287,108 "," 8,387.12 "
2019,1713304,Miranorte," 287,048 "," 21,367.29 "
2019,5104542,Itanhangá," 286,973 "," 42,596.61 "
2014,5006903,Porto Murtinho," 286,960 "," 17,561.83 "
2013,1703842,Campos Lindos," 286,958 "," 31,884.21 "
2011,2402303,Caraúbas," 286,941 "," 14,613.77 "
2018,3146503,Pains," 286,928 "," 34,695.08 "
2017,2205706,Luís Correia," 286,913 "," 9,630.55 "
2019,4125209,São Jorge d'Oeste," 286,903 "," 31,702.03 "
2012,4126603,Siqueira Campos," 286,873 "," 15,238.92 "
2013,3111804,Canápolis," 286,828 "," 24,139.68 "
2017,3544301,Roseira," 286,812 "," 27,284.28 "
2013,4110607,Iporã," 286,811 "," 19,021.82 "
2014,3147600,Passa Quatro," 286,768 "," 17,603.91 "
2011,2611804,Ribeirão," 286,722 "," 6,410.35 "
2019,1502764,Cumaru do Norte," 286,710 "," 21,280.31 "
2011,3127800,Grão Mogol," 286,648 "," 19,000.91 "
2018,5104542,Itanhangá," 286,608 "," 43,511.10 "
2019,1300508,Barreirinha," 286,580 "," 8,944.16 "
2013,1505205,Oeiras do Pará," 286,546 "," 9,523.59 "
2019,3553609,Tapiratiba," 286,535 "," 22,109.15 "
2013,3524907,Jambeiro," 286,528 "," 48,828.84 "
2020,3124500,Estiva," 286,494 "," 25,161.92 "
2012,1504000,Limoeiro do Ajuru," 286,482 "," 11,084.19 "
2015,2804003,Maruim," 286,481 "," 16,703.45 "
2012,2925105,Poções," 286,479 "," 6,240.96 "
2016,5220009,São João d'Aliança," 286,476 "," 23,177.69 "
2014,2804607,Nossa Senhora das Dores," 286,471 "," 11,000.34 "
2016,5213707,Montes Claros de Goiás," 286,464 "," 34,807.35 "
2016,2932507,Una," 286,463 "," 13,197.40 "
2015,3137502,Lagoa Formosa," 286,427 "," 15,879.95 "
2013,1722107,Xambioá," 286,393 "," 24,402.98 "
2015,1703867,Cariri do Tocantins," 286,391 "," 68,547.38 "
2019,2609006,Macaparana," 286,367 "," 11,284.94 "
2013,3200300,Alfredo Chaves," 286,364 "," 19,272.06 "
2015,1300706,Boca do Acre," 286,360 "," 8,548.57 "
2011,4202453,Bombinhas," 286,357 "," 19,450.98 "
2013,2902906,Barra do Choça," 286,329 "," 8,050.42 "
2011,4117305,Ortigueira," 286,326 "," 12,320.41 "
2017,2112407,Turiaçu," 286,312 "," 8,165.65 "
2010,5101258,Araputanga," 286,282 "," 18,605.42 "
2020,3112802,Capitólio," 286,279 "," 33,046.19 "
2011,5103304,Comodoro," 286,275 "," 15,542.37 "
2019,4126405,Sertaneja," 286,242 "," 54,171.54 "
2013,1702208,Araguatins," 286,238 "," 8,538.29 "
2012,5004304,Iguatemi," 286,219 "," 18,998.95 "
2019,1508050,Trairão," 286,214 "," 15,072.60 "
2014,4207908,Irineópolis," 286,181 "," 26,216.67 "
2019,4219200,Vidal Ramos," 286,156 "," 45,149.32 "
2011,2308104,Mauriti," 286,138 "," 6,423.87 "
2017,4313102,Nova Palma," 286,129 "," 43,320.13 "
2010,2105401,Itapecuru Mirim," 286,118 "," 4,605.67 "
2020,2109809,Santa Helena," 286,084 "," 6,734.08 "
2014,3108008,Bom Sucesso," 286,076 "," 16,042.86 "
2010,4211504,Nova Trento," 286,074 "," 23,489.16 "
2018,2109809,Santa Helena," 286,056 "," 6,848.35 "
2018,3118403,Conselheiro Pena," 286,041 "," 12,495.25 "
2017,1301001,Carauari," 286,003 "," 10,092.92 "
2013,2509701,Monteiro," 285,995 "," 8,878.79 "
2014,2906907,Caravelas," 285,985 "," 12,743.28 "
2015,2600500,Águas Belas," 285,979 "," 6,718.49 "
2020,5008404,Vicentina," 285,942 "," 46,806.68 "
2014,2100501,Alto Parnaíba," 285,924 "," 26,157.12 "
2012,3305703,Sumidouro," 285,918 "," 19,048.51 "
2015,3508702,Caconde," 285,908 "," 15,066.84 "
2016,2614105,Sertânia," 285,901 "," 8,048.78 "
2014,3169703,Turmalina," 285,890 "," 14,822.16 "
2020,4100202,Adrianópolis," 285,880 "," 48,809.91 "
2015,5205513,Cocalzinho de Goiás," 285,874 "," 14,955.49 "
2012,2404309,Governador Dix-Sept Rosado," 285,856 "," 22,932.67 "
2013,3507407,Borborema," 285,855 "," 18,640.67 "
2020,3161007,São Domingos do Prata," 285,838 "," 16,496.65 "
2018,4126405,Sertaneja," 285,827 "," 53,375.74 "
2018,2610301,Paranatama," 285,815 "," 24,901.10 "
2015,3300902,Cambuci," 285,792 "," 19,263.42 "
2016,2100600,Amarante do Maranhão," 285,791 "," 7,012.24 "
2013,2300754,Amontada," 285,779 "," 6,931.83 "
2017,3127800,Grão Mogol," 285,748 "," 17,936.58 "
2010,3303856,Paty do Alferes," 285,723 "," 10,830.64 "
2019,2608453,Lagoa do Carro," 285,715 "," 15,810.71 "
2018,2604205,Catende," 285,711 "," 6,733.06 "
2019,2304251,Cruz," 285,697 "," 11,507.53 "
2013,2302404,Boa Viagem," 285,693 "," 5,329.30 "
2011,5105507,Vila Bela da Santíssima Trindade," 285,559 "," 19,513.40 "
2019,3133303,Itaobim," 285,540 "," 13,557.13 "
2020,3537503,Pereiras," 285,528 "," 32,546.19 "
2013,3121258,Delta," 285,507 "," 31,537.31 "
2010,2612604,Santa Maria da Boa Vista," 285,502 "," 7,232.83 "
2020,2307502,Lavras da Mangabeira," 285,494 "," 9,065.59 "
2011,4321006,Tapera," 285,492 "," 27,346.01 "
2016,2903409,Belmonte," 285,477 "," 11,949.14 "
2012,3156304,Rodeiro," 285,451 "," 40,244.08 "
2014,1505205,Oeiras do Pará," 285,441 "," 9,361.78 "
2017,2614857,Tamandaré," 285,437 "," 12,356.57 "
2018,3550803,São Sebastião da Grama," 285,429 "," 23,386.21 "
2020,4124707,São Jerônimo da Serra," 285,405 "," 25,647.45 "
2018,4215109,Rodeio," 285,389 "," 24,812.15 "
2020,3155603,Rio Pardo de Minas," 285,388 "," 9,192.71 "
2012,3538907,Pirajuí," 285,387 "," 12,355.50 "
2011,3511706,Charqueada," 285,373 "," 18,721.58 "
2015,1100064,Colorado do Oeste," 285,372 "," 15,165.65 "
2016,4202602,Bom Retiro," 285,350 "," 29,423.60 "
2014,5220504,Serranópolis," 285,338 "," 35,423.77 "
2018,1100700,Campo Novo de Rondônia," 285,323 "," 20,367.10 "
2020,4203105,Caibi," 285,306 "," 46,542.57 "
2016,4123808,Santa Izabel do Oeste," 285,231 "," 19,961.56 "
2012,5217302,Pirenópolis," 285,230 "," 12,256.37 "
2016,3520004,Igaraçu do Tietê," 285,213 "," 11,629.49 "
2010,4121802,Ribeirão Claro," 285,198 "," 26,678.92 "
2015,2102804,Carolina," 285,178 "," 11,949.15 "
2019,5108055,Terra Nova do Norte," 285,152 "," 29,497.46 "
2018,3159902,Santo Antônio do Amparo," 285,100 "," 15,465.99 "
2014,3115102,Cássia," 285,046 "," 15,843.79 "
2013,4312708,Nonoai," 285,037 "," 23,083.65 "
2017,4100707,Alto Piquiri," 285,030 "," 27,883.94 "
2020,2210706,Simões," 285,013 "," 19,456.17 "
2013,4203501,Campo Erê," 284,980 "," 30,965.98 "
2015,3556008,Urupês," 284,960 "," 21,101.89 "
2012,5000856,Angélica," 284,930 "," 30,113.08 "
2015,4122602,Rondon," 284,854 "," 30,022.59 "
2014,3544905,Sales Oliveira," 284,844 "," 25,134.00 "
2011,5205901,Corumbaíba," 284,830 "," 34,321.04 "
2019,2917003,Itiúba," 284,773 "," 7,890.85 "
2016,3514601,Dumont," 284,759 "," 30,537.11 "
2012,2929909,Seabra," 284,752 "," 6,753.60 "
2016,3522802,Itaporanga," 284,676 "," 18,802.90 "
2019,2906808,Cansanção," 284,653 "," 8,171.69 "
2011,2708006,Santana do Ipanema," 284,639 "," 6,297.74 "
2015,3544905,Sales Oliveira," 284,637 "," 24,885.20 "
2020,4312609,Muçum," 284,634 "," 57,374.31 "
2020,3546009,Santa Branca," 284,605 "," 19,156.30 "
2010,4111258,Itaperuçu," 284,595 "," 11,908.23 "
2017,2702603,Feira Grande," 284,595 "," 12,659.35 "
2010,4204509,Corupá," 284,591 "," 20,545.10 "
2014,4116059,Missal," 284,576 "," 26,276.61 "
2019,1507151,São Domingos do Araguaia," 284,573 "," 11,134.85 "
2019,5204102,Cachoeira Alta," 284,565 "," 22,794.41 "
2018,5005152,Juti," 284,554 "," 42,867.46 "
2017,2409902,Pendências," 284,538 "," 18,864.83 "
2014,4215109,Rodeio," 284,532 "," 25,124.25 "
2010,2919504,Livramento de Nossa Senhora," 284,508 "," 6,662.17 "
2018,3204054,Pedro Canário," 284,493 "," 10,949.62 "
2011,4124053,Santa Terezinha de Itaipu," 284,437 "," 13,524.63 "
2012,2311504,Quixeré," 284,425 "," 13,667.71 "
2018,4118600,Paula Freitas," 284,424 "," 48,727.84 "
2015,2313807,Uruburetama," 284,403 "," 13,411.42 "
2019,4307559,Estação," 284,400 "," 47,734.18 "
2012,4323804,Xangri-lá," 284,393 "," 21,752.53 "
2014,2304707,Granja," 284,385 "," 5,297.59 "
2010,3517703,Guará," 284,371 "," 14,315.92 "
2020,2110500,São Bento," 284,362 "," 6,235.46 "
2018,3154507,Riacho dos Machados," 284,359 "," 29,973.51 "
2019,2805604,Porto da Folha," 284,314 "," 9,942.42 "
2019,4128609,Verê," 284,271 "," 39,171.97 "
2018,4310405,Independência," 284,210 "," 45,634.17 "
2011,3538600,Piracaia," 284,202 "," 11,254.65 "
2020,2614600,Tabira," 284,171 "," 9,900.06 "
2018,2305308,Ibiapina," 284,155 "," 11,368.46 "
2010,2807402,Tobias Barreto," 284,139 "," 5,914.76 "
2019,4311718,Maçambará," 284,128 "," 61,942.08 "
2013,2605103,Custódia," 284,090 "," 7,985.88 "
2018,3512100,Colômbia," 284,072 "," 45,795.98 "
2019,3534906,Pacaembu," 284,072 "," 20,009.27 "
2018,1101401,Monte Negro," 284,071 "," 18,099.49 "
2015,2615607,Trindade," 284,063 "," 9,623.06 "
2020,4313102,Nova Palma," 284,051 "," 43,599.51 "
2016,1303809,São Gabriel da Cachoeira," 284,030 "," 6,480.11 "
2016,1504059,Mãe do Rio," 283,984 "," 9,754.87 "
2015,5103601,Dom Aquino," 283,956 "," 35,353.14 "
2018,4128401,Uraí," 283,937 "," 25,003.26 "
2020,2708402,São José da Tapera," 283,922 "," 8,761.67 "
2016,2112704,Vargem Grande," 283,886 "," 5,095.78 "
2014,3504602,Bady Bassitt," 283,883 "," 17,622.66 "
2016,2923803,Paripiranga," 283,844 "," 9,467.76 "
2012,3524600,Jacupiranga," 283,796 "," 16,467.22 "
2016,3536109,Pardinho," 283,791 "," 45,839.22 "
2010,3111101,Campina Verde," 283,776 "," 14,714.86 "
2019,4204400,Coronel Freitas," 283,723 "," 28,426.29 "
2017,4314506,Pinheiro Machado," 283,675 "," 21,968.17 "
2010,4106605,Cruzeiro do Oeste," 283,645 "," 13,891.23 "
2010,3515152,Engenheiro Coelho," 283,627 "," 18,043.58 "
2020,2924405,Pilão Arcado," 283,613 "," 8,062.91 "
2013,1506609,Santa Maria do Pará," 283,608 "," 11,992.39 "
2012,2101251,Bacabeira," 283,607 "," 18,190.46 "
2013,3103405,Araçuaí," 283,588 "," 7,629.69 "
2015,3141801,Minas Novas," 283,550 "," 8,884.52 "
2016,4111407,Ivaí," 283,522 "," 20,673.92 "
2016,3164605,São Sebastião do Oeste," 283,515 "," 43,537.30 "
2017,4316105,Ronda Alta," 283,503 "," 26,508.04 "
2012,2906907,Caravelas," 283,502 "," 13,117.80 "
2017,2105427,Itinga do Maranhão," 283,493 "," 11,078.70 "
2013,3127800,Grão Mogol," 283,465 "," 18,093.12 "
2014,1600501,Oiapoque," 283,458 "," 11,996.68 "
2011,3541703,Quatá," 283,450 "," 21,995.07 "
2011,5209705,Hidrolândia," 283,438 "," 15,987.23 "
2011,3527405,Lucélia," 283,426 "," 14,169.15 "
2013,4216008,São Carlos," 283,377 "," 26,353.32 "
2011,4300109,Agudo," 283,365 "," 17,002.57 "
2014,3508207,Buritizal," 283,356 "," 65,698.13 "
2011,4218806,Turvo," 283,356 "," 23,753.53 "
2020,3538204,Pinhalzinho," 283,315 "," 18,411.42 "
2012,2703205,Igreja Nova," 283,289 "," 12,019.04 "
2020,2703759,Jequiá da Praia," 283,288 "," 24,556.90 "
2015,4302303,Bom Jesus," 283,276 "," 24,012.57 "
2012,4127601,Tijucas do Sul," 283,246 "," 19,034.04 "
2010,4202453,Bombinhas," 283,236 "," 19,790.12 "
2019,2110609,São Bernardo," 283,234 "," 9,935.61 "
2015,4312500,Mostardas," 283,206 "," 22,264.59 "
2017,2805505,Poço Verde," 283,163 "," 11,927.69 "
2010,3536208,Pariquera-Açu," 283,148 "," 15,344.29 "
2019,2905008,Caculé," 283,125 "," 12,219.46 "
2014,3300902,Cambuci," 283,111 "," 19,065.97 "
2019,3143005,Monte Belo," 283,054 "," 21,498.87 "
2014,3151602,Planura," 283,046 "," 24,926.96 "
2014,4306205,Cruzeiro do Sul," 283,030 "," 23,348.49 "
2016,2112902,Vitória do Mearim," 283,009 "," 8,799.76 "
2018,3108008,Bom Sucesso," 282,999 "," 16,081.30 "
2012,1301407,Eirunepé," 282,975 "," 9,022.27 "
2017,3143005,Monte Belo," 282,956 "," 21,032.93 "
2011,3508801,Cafelândia," 282,930 "," 16,972.38 "
2014,2105708,Lago da Pedra," 282,883 "," 5,831.32 "
2017,3510302,Capela do Alto," 282,829 "," 14,137.89 "
2016,2313104,Tabuleiro do Norte," 282,813 "," 9,309.81 "
2012,3547700,Santo Anastácio," 282,805 "," 13,839.90 "
2015,2914406,Iraquara," 282,787 "," 11,308.75 "
2011,4126306,Sengés," 282,772 "," 15,315.62 "
2011,3305703,Sumidouro," 282,764 "," 18,906.36 "
2017,1714880,Nova Olinda," 282,734 "," 24,134.35 "
2014,3146503,Pains," 282,718 "," 33,943.84 "
2011,1400472,Rorainópolis," 282,703 "," 11,395.65 "
2016,4216800,São José do Cerrito," 282,673 "," 32,472.46 "
2010,5216452,Perolândia," 282,661 "," 95,817.33 "
2013,5006275,Paraíso das Águas," 282,660 "," 57,195.40 "
2020,3514601,Dumont," 282,639 "," 28,199.03 "
2010,3169604,Tupaciguara," 282,633 "," 11,686.28 "
2016,1707009,Dianópolis," 282,631 "," 13,171.95 "
2018,2916302,Itapebi," 282,622 "," 27,423.03 "
2010,3111606,Campos Gerais," 282,617 "," 10,231.24 "
2017,4202701,Botuverá," 282,610 "," 55,413.64 "
2017,5107701,Rosário Oeste," 282,569 "," 16,712.12 "
2017,2108504,Pindaré-Mirim," 282,566 "," 8,697.54 "
2015,2932507,Una," 282,558 "," 12,782.55 "
2020,4108650,Goioxim," 282,538 "," 40,059.32 "
2018,4125209,São Jorge d'Oeste," 282,533 "," 31,136.56 "
2012,4116703,Nova Aurora," 282,509 "," 24,358.44 "
2011,3505609,Barrinha," 282,506 "," 9,800.39 "
2019,2916807,Itarantim," 282,480 "," 14,304.94 "
2012,2802007,Divina Pastora," 282,453 "," 62,949.25 "
2013,3556107,Valentim Gentil," 282,431 "," 23,512.43 "
2019,4316501,Salvador do Sul," 282,405 "," 36,210.44 "
2011,4101200,Antonina," 282,397 "," 14,965.41 "
2016,4217303,Saudades," 282,392 "," 29,434.20 "
